reading_id,city_id,recorded_at,temperature_c,feels_like_c,temp_min_c,temp_max_c,humidity_pct,pressure_hpa,wind_speed_ms,wind_deg,cloudiness_pct,visibility_m,weather_main,weather_description,validation_flag
3912,12,2026-07-08 00:01:36+00:00,19.92,19.43,19.92,19.92,56.0,1018.0,1.34,130,88,10000,Clouds,overcast clouds,
3913,13,2026-07-08 00:01:37+00:00,22.99,22.91,22.99,22.99,60.0,1018.0,0.77,144,69,10000,Clouds,broken clouds,
3914,14,2026-07-08 00:01:38+00:00,21.96,22.51,21.96,21.96,88.0,1014.0,1.24,344,88,10000,Clouds,overcast clouds,
3915,15,2026-07-08 00:01:39+00:00,13.96,13.6,13.96,13.96,84.0,1019.0,2.41,240,99,10000,Clouds,overcast clouds,
3916,16,2026-07-08 00:01:40+00:00,22.52,22.24,22.52,22.52,54.0,1014.0,8.27,171,99,10000,Clouds,overcast clouds,
3917,17,2026-07-08 00:01:41+00:00,24.51,25.16,24.51,24.51,82.0,1016.0,7.54,197,98,10000,Clouds,overcast clouds,
3918,18,2026-07-08 00:01:42+00:00,32.9,36.09,32.9,32.9,50.0,1005.0,1.38,249,100,10000,Clouds,overcast clouds,
3919,19,2026-07-08 00:01:44+00:00,18.23,17.6,18.23,18.23,57.0,1015.0,3.13,263,43,10000,Clouds,scattered clouds,
3920,20,2026-07-08 00:01:45+00:00,22.35,21.76,22.35,22.35,43.0,1014.0,1.93,234,48,10000,Clouds,scattered clouds,
3921,21,2026-07-08 00:01:46+00:00,11.46,10.57,11.46,11.46,73.0,1023.0,1.6,149,100,10000,Clouds,overcast clouds,
3922,22,2026-07-08 00:01:47+00:00,17.35,17.18,17.35,17.35,78.0,1019.0,1.29,93,97,10000,Clouds,overcast clouds,
3923,23,2026-07-07 23:55:50+00:00,25.06,24.69,25.06,25.06,41.0,1014.0,1.42,250,37,10000,Clouds,scattered clouds,
3924,24,2026-07-08 00:01:49+00:00,20.42,21.05,20.42,20.42,97.0,1016.0,1.87,280,100,10000,Clouds,overcast clouds,
3925,25,2026-07-08 00:01:50+00:00,24.44,25.34,24.44,24.44,92.0,1016.0,1.07,218,96,10000,Rain,light rain,
3926,26,2026-07-08 00:01:52+00:00,22.31,22.95,22.31,22.31,90.0,1015.0,0.72,43,96,10000,Clouds,overcast clouds,
3927,27,2026-07-08 00:01:53+00:00,31.25,31.89,31.25,31.25,44.0,1012.0,4.39,173,90,10000,Clouds,overcast clouds,
3928,28,2026-07-08 00:01:54+00:00,23.04,23.59,23.04,23.04,84.0,1017.0,3.34,225,76,10000,Clouds,broken clouds,
3929,29,2026-07-08 00:01:55+00:00,25.22,26.2,25.22,25.22,92.0,1017.0,1.93,244,92,6206,Clouds,overcast clouds,
3930,1,2026-07-08 04:12:12+00:00,13.17,12.97,13.17,13.17,93.0,1022.0,1.24,163,83,10000,Clouds,broken clouds,
3931,2,2026-07-08 04:17:30+00:00,22.64,23.21,22.64,22.64,86.0,1019.0,2.76,206,37,10000,Rain,light rain,
3932,3,2026-07-08 04:17:31+00:00,17.51,17.59,17.51,17.51,87.0,1018.0,0.56,1,99,10000,Clouds,overcast clouds,
3933,4,2026-07-08 04:17:33+00:00,21.4,21.87,21.4,21.4,87.0,1020.0,2.28,222,58,10000,Clouds,broken clouds,
3934,9,2026-07-08 04:17:34+00:00,16.65,16.49,16.65,16.65,81.0,1019.0,2.34,59,65,10000,Clouds,broken clouds,
3935,10,2026-07-08 04:17:36+00:00,14.07,13.93,14.07,14.07,92.0,1022.0,1.7,85,59,10000,Clouds,broken clouds,
3936,11,2026-07-08 04:17:37+00:00,14.3,14.19,14.3,14.3,92.0,1022.0,1.71,70,81,10000,Clouds,broken clouds,
3937,12,2026-07-08 04:17:39+00:00,16.03,15.57,16.03,16.03,72.0,1020.0,1.11,282,74,10000,Clouds,broken clouds,
3938,13,2026-07-08 04:17:41+00:00,21.33,21.14,21.33,21.33,62.0,1019.0,0.96,49,34,10000,Clouds,scattered clouds,
3939,14,2026-07-08 04:17:42+00:00,20.8,21.39,20.8,20.8,94.0,1016.0,0.56,26,100,10000,Clouds,overcast clouds,
3940,15,2026-07-08 04:17:44+00:00,13.53,13.16,13.53,13.53,85.0,1021.0,1.93,267,100,10000,Clouds,overcast clouds,
3941,16,2026-07-08 04:17:45+00:00,21.68,21.44,21.68,21.68,59.0,1016.0,7.06,167,100,10000,Clouds,overcast clouds,
3942,17,2026-07-08 04:17:47+00:00,24.91,25.55,24.91,24.91,80.0,1017.0,6.98,202,99,10000,Clouds,overcast clouds,
3943,18,2026-07-08 04:17:48+00:00,32.92,36.41,32.92,32.92,51.0,1006.0,1.15,148,100,10000,Clouds,overcast clouds,
3944,19,2026-07-08 04:17:50+00:00,20.03,19.39,20.03,20.03,50.0,1015.0,1.5,251,97,10000,Clouds,overcast clouds,
3945,20,2026-07-08 04:12:15+00:00,19.49,19.06,19.49,19.49,60.0,1015.0,1.46,214,18,10000,Clouds,few clouds,
3946,21,2026-07-08 04:17:52+00:00,9.37,8.47,9.37,9.37,83.0,1024.0,1.99,163,81,10000,Clouds,broken clouds,
3947,22,2026-07-08 04:17:54+00:00,16.45,16.21,16.45,16.45,79.0,1020.0,1.13,67,82,10000,Clouds,broken clouds,
3948,23,2026-07-08 04:17:55+00:00,22.61,22.31,22.61,22.61,53.0,1015.0,1.55,219,21,10000,Clouds,few clouds,
3949,24,2026-07-08 04:17:57+00:00,19.67,20.25,19.67,19.67,98.0,1016.0,1.43,265,100,10000,Rain,light rain,
3950,25,2026-07-08 04:17:58+00:00,24.22,25.15,24.22,24.22,94.0,1015.0,0.79,251,99,10000,Clouds,overcast clouds,
3951,26,2026-07-08 04:18:00+00:00,21.89,22.51,21.89,21.89,91.0,1015.0,0.08,217,99,10000,Clouds,overcast clouds,
3952,27,2026-07-08 04:18:01+00:00,29.65,30.69,29.65,29.65,51.0,1012.0,4.56,176,99,10000,Clouds,overcast clouds,
3953,28,2026-07-08 04:18:03+00:00,22.7,23.25,22.7,22.7,85.0,1016.0,3.01,216,100,10000,Clouds,overcast clouds,
3954,29,2026-07-08 04:18:04+00:00,24.96,25.89,24.96,24.96,91.0,1016.0,3.67,235,94,10000,Clouds,overcast clouds,
3955,1,2026-07-08 07:31:44+00:00,18.64,18.2,18.64,18.64,63.0,1022.0,1.59,115,91,10000,Clouds,overcast clouds,
3956,2,2026-07-08 07:31:46+00:00,25.94,26.42,25.94,25.94,70.0,1020.0,5.48,179,98,10000,Rain,light rain,
3957,3,2026-07-08 07:31:47+00:00,24.91,24.81,24.91,24.91,52.0,1017.0,3.24,161,97,10000,Clouds,overcast clouds,
3958,4,2026-07-08 07:31:48+00:00,28.08,29.24,28.08,28.08,57.0,1020.0,4.15,161,38,9964,Rain,light rain,
3959,9,2026-07-08 07:31:49+00:00,24.34,24.27,24.34,24.34,55.0,1018.0,1.31,348,57,10000,Clouds,broken clouds,
3960,10,2026-07-08 07:31:50+00:00,23.24,22.95,23.24,23.24,51.0,1021.0,4.01,98,42,10000,Clouds,scattered clouds,
3961,11,2026-07-08 07:31:51+00:00,21.0,20.75,21.0,21.0,61.0,1021.0,3.11,122,77,10000,Clouds,broken clouds,
3962,12,2026-07-08 07:31:53+00:00,19.92,19.43,19.92,19.92,56.0,1019.0,1.79,210,100,10000,Clouds,overcast clouds,
3963,13,2026-07-08 07:31:54+00:00,27.62,27.67,27.62,27.62,45.0,1018.0,0.46,206,42,10000,Clouds,scattered clouds,
3964,14,2026-07-08 07:31:55+00:00,29.3,31.22,29.3,29.3,58.0,1016.0,1.77,4,72,10000,Clouds,broken clouds,
3965,15,2026-07-08 07:31:56+00:00,20.0,19.44,20.0,20.0,53.0,1018.0,1.43,256,97,9383,Rain,light rain,
3966,16,2026-07-08 07:31:57+00:00,30.64,29.64,30.64,30.64,33.0,1013.0,3.12,176,98,10000,Clouds,overcast clouds,
3967,17,2026-07-08 07:31:58+00:00,26.51,26.51,26.51,26.51,70.0,1017.0,7.7,193,100,10000,Clouds,overcast clouds,
3968,18,2026-07-08 07:32:00+00:00,34.8,40.59,34.8,34.8,51.0,1006.0,1.32,6,100,10000,Clouds,overcast clouds,
3969,19,2026-07-08 07:32:01+00:00,23.88,23.24,23.88,23.88,35.0,1015.0,2.33,322,100,10000,Clouds,overcast clouds,
3970,20,2026-07-08 07:32:02+00:00,26.39,26.39,26.39,26.39,46.0,1017.0,1.92,221,100,10000,Clouds,overcast clouds,
3971,21,2026-07-08 07:32:03+00:00,19.28,18.49,19.28,19.28,47.0,1023.0,3.77,104,90,10000,Clouds,overcast clouds,
3972,22,2026-07-08 07:32:04+00:00,23.32,23.04,23.32,23.32,51.0,1019.0,2.23,217,100,10000,Clouds,overcast clouds,
3973,23,2026-07-08 07:32:06+00:00,27.31,27.39,27.31,27.31,45.0,1017.0,2.02,223,100,10000,Clouds,overcast clouds,
3974,24,2026-07-08 07:32:07+00:00,21.18,21.78,21.18,21.18,93.0,1018.0,1.02,271,100,10000,Clouds,overcast clouds,
3975,25,2026-07-08 07:32:08+00:00,25.82,26.73,25.82,25.82,87.0,1017.0,1.47,230,100,10000,Rain,light rain,
3976,26,2026-07-08 07:32:09+00:00,29.36,31.49,29.36,29.36,59.0,1016.0,0.91,41,87,10000,Clouds,overcast clouds,
3977,27,2026-07-08 07:32:10+00:00,30.95,32.34,30.95,30.95,49.0,1014.0,5.14,152,100,10000,Clouds,overcast clouds,
3978,28,2026-07-08 07:32:11+00:00,23.62,24.1,23.62,23.62,79.0,1018.0,3.07,223,100,10000,Clouds,overcast clouds,
3979,29,2026-07-08 07:32:13+00:00,26.15,26.15,26.15,26.15,87.0,1018.0,2.14,248,100,10000,Rain,light rain,
3980,1,2026-07-08 10:23:13+00:00,22.76,22.29,22.76,22.76,46.0,1019.0,2.55,106,73,10000,Clouds,broken clouds,
3981,2,2026-07-08 10:20:59+00:00,26.87,28.27,26.87,26.87,65.0,1018.0,6.27,172,99,10000,Clouds,overcast clouds,
3982,3,2026-07-08 10:23:17+00:00,27.74,27.57,27.74,27.74,42.0,1015.0,3.98,165,90,10000,Clouds,overcast clouds,
3983,4,2026-07-08 10:19:03+00:00,28.5,29.36,28.5,28.5,53.0,1018.0,4.47,150,58,10000,Rain,light rain,
3984,9,2026-07-08 10:23:20+00:00,25.35,25.32,25.35,25.35,53.0,1016.0,2.32,274,67,10000,Clouds,broken clouds,
3985,10,2026-07-08 10:23:22+00:00,26.49,26.49,26.49,26.49,38.0,1018.0,3.64,107,29,10000,Clouds,scattered clouds,
3986,11,2026-07-08 10:23:24+00:00,22.89,22.59,22.89,22.89,52.0,1019.0,3.0,125,80,10000,Clouds,broken clouds,
3987,12,2026-07-08 10:19:33+00:00,24.36,23.92,24.36,24.36,41.0,1017.0,4.02,170,99,10000,Clouds,overcast clouds,
3988,13,2026-07-08 10:23:27+00:00,28.7,28.96,28.7,28.7,47.0,1017.0,2.77,192,69,10000,Clouds,broken clouds,
3989,14,2026-07-08 10:23:28+00:00,33.4,34.9,33.4,33.4,42.0,1014.0,1.02,33,48,10000,Clouds,scattered clouds,
3990,15,2026-07-08 10:23:30+00:00,21.99,21.42,21.99,21.99,45.0,1015.0,1.66,273,98,10000,Rain,light rain,
3991,16,2026-07-08 10:23:32+00:00,33.24,31.76,33.24,33.24,26.0,1010.0,1.66,315,99,10000,Clouds,overcast clouds,
3992,17,2026-07-08 10:23:33+00:00,26.52,26.52,26.52,26.52,71.0,1016.0,8.1,198,95,10000,Rain,light rain,
3993,18,2026-07-08 10:23:35+00:00,35.56,42.03,35.56,35.56,50.0,1004.0,3.73,72,89,10000,Clouds,overcast clouds,
3994,19,2026-07-08 10:23:37+00:00,24.54,23.96,24.54,24.54,35.0,1014.0,4.62,345,100,10000,Clouds,overcast clouds,
3995,20,2026-07-08 10:21:29+00:00,32.38,30.62,32.38,32.38,24.0,1015.0,1.79,215,100,10000,Clouds,overcast clouds,
3996,21,2026-07-08 10:23:39+00:00,23.54,22.86,23.54,23.54,35.0,1020.0,2.93,105,73,10000,Clouds,broken clouds,
3997,22,2026-07-08 10:23:41+00:00,24.49,24.25,24.49,24.49,48.0,1017.0,2.61,238,97,10000,Clouds,overcast clouds,
3998,23,2026-07-08 10:23:42+00:00,32.05,30.65,32.05,32.05,28.0,1015.0,2.13,210,99,10000,Clouds,overcast clouds,
3999,24,2026-07-08 10:19:19+00:00,23.91,24.42,23.91,23.91,79.0,1017.0,1.56,269,100,10000,Clouds,overcast clouds,
4000,25,2026-07-08 10:23:45+00:00,27.72,31.27,27.72,27.72,79.0,1016.0,2.42,216,100,10000,Rain,moderate rain,
4001,26,2026-07-08 10:23:46+00:00,33.21,35.07,33.21,33.21,44.0,1014.0,0.53,6,93,10000,Clouds,overcast clouds,
4002,27,2026-07-08 10:19:30+00:00,34.78,35.98,34.78,34.78,37.0,1013.0,5.07,148,97,10000,Clouds,overcast clouds,
4003,28,2026-07-08 10:23:49+00:00,25.56,26.05,25.56,25.56,72.0,1018.0,4.11,240,95,10000,Clouds,overcast clouds,
4004,29,2026-07-08 10:19:35+00:00,26.62,26.62,26.62,26.62,86.0,1017.0,2.13,240,92,10000,Rain,light rain,
4005,1,2026-07-08 12:23:51+00:00,24.89,24.37,24.89,24.89,36.0,1015.0,2.73,134,72,10000,Clouds,broken clouds,
4006,2,2026-07-08 12:18:59+00:00,26.99,28.52,26.99,26.99,66.0,1016.0,6.79,166,85,10000,Clouds,overcast clouds,
4007,3,2026-07-08 12:19:01+00:00,26.68,26.77,26.68,26.68,43.0,1013.0,3.65,170,83,10000,Clouds,broken clouds,
4008,4,2026-07-08 12:19:01+00:00,28.44,29.17,28.44,28.44,52.0,1017.0,5.55,158,77,10000,Clouds,broken clouds,
4009,9,2026-07-08 12:23:55+00:00,26.29,26.29,26.29,26.29,50.0,1013.0,2.92,274,61,10000,Clouds,broken clouds,
4010,10,2026-07-08 12:23:57+00:00,27.87,27.1,27.87,27.87,32.0,1015.0,3.73,99,79,10000,Clouds,broken clouds,
4011,11,2026-07-08 12:23:58+00:00,22.04,21.76,22.04,22.04,56.0,1018.0,2.93,127,81,10000,Clouds,broken clouds,
4012,12,2026-07-08 12:24:00+00:00,26.03,26.03,26.03,26.03,36.0,1013.0,4.02,200,87,10000,Clouds,overcast clouds,
4013,13,2026-07-08 12:24:02+00:00,29.3,29.44,29.3,29.3,45.0,1014.0,3.47,190,99,10000,Clouds,overcast clouds,
4014,14,2026-07-08 12:24:03+00:00,35.06,35.93,35.06,35.06,35.0,1011.0,0.15,325,42,10000,Clouds,scattered clouds,
4015,15,2026-07-08 12:24:05+00:00,18.11,17.62,18.11,18.11,63.0,1015.0,1.47,43,100,10000,Rain,light rain,
4016,16,2026-07-08 12:24:06+00:00,34.57,32.8,34.57,34.57,22.0,1007.0,5.08,335,90,10000,Clouds,overcast clouds,
4017,17,2026-07-08 12:17:03+00:00,26.47,26.47,26.47,26.47,71.0,1014.0,8.59,195,82,10000,Clouds,broken clouds,
4018,18,2026-07-08 12:24:09+00:00,35.15,41.85,35.15,35.15,52.0,1002.0,5.14,87,62,10000,Clouds,broken clouds,
4019,19,2026-07-08 12:24:10+00:00,24.55,24.0,24.55,24.55,36.0,1013.0,4.17,7,94,10000,Clouds,overcast clouds,
4020,20,2026-07-08 12:24:11+00:00,35.45,33.83,35.45,35.45,22.0,1013.0,0.95,229,82,10000,Clouds,broken clouds,
4021,21,2026-07-08 12:19:15+00:00,25.76,25.15,25.76,25.76,29.0,1017.0,2.1,99,61,10000,Clouds,broken clouds,
4022,22,2026-07-08 12:24:14+00:00,24.91,24.66,24.91,24.91,46.0,1015.0,1.68,225,94,10000,Clouds,overcast clouds,
4023,23,2026-07-08 12:24:16+00:00,35.49,34.03,35.49,35.49,23.0,1013.0,1.37,173,86,10000,Clouds,overcast clouds,
4024,24,2026-07-08 12:24:17+00:00,25.27,25.71,25.27,25.27,71.0,1015.0,1.33,260,100,10000,Clouds,overcast clouds,
4025,25,2026-07-08 12:24:19+00:00,28.06,31.79,28.06,28.06,77.0,1014.0,3.91,222,100,10000,Rain,light rain,
4026,26,2026-07-08 12:24:20+00:00,33.89,35.5,33.89,33.89,41.0,1012.0,0.93,317,100,10000,Clouds,overcast clouds,
4027,27,2026-07-08 12:24:22+00:00,33.91,34.79,33.91,33.91,38.0,1012.0,4.31,132,94,10000,Clouds,overcast clouds,
4028,28,2026-07-08 12:24:23+00:00,24.42,24.93,24.42,24.42,77.0,1016.0,5.9,231,100,10000,Clouds,overcast clouds,
4029,29,2026-07-08 12:24:25+00:00,26.52,26.52,26.52,26.52,87.0,1016.0,2.33,230,100,10000,Rain,light rain,
4030,1,2026-07-08 17:41:51+00:00,18.16,17.83,18.16,18.16,69.0,1018.0,2.67,124,64,10000,Clouds,broken clouds,
4031,2,2026-07-08 17:41:52+00:00,23.96,24.58,23.96,23.96,83.0,1017.0,6.44,176,41,10000,Clouds,scattered clouds,
4032,3,2026-07-08 17:41:54+00:00,20.11,20.08,20.11,20.11,73.0,1015.0,1.85,201,86,10000,Clouds,overcast clouds,
4033,4,2026-07-08 17:41:55+00:00,23.01,23.51,23.01,23.01,82.0,1018.0,3.82,147,43,10000,Clouds,scattered clouds,
4034,9,2026-07-08 17:41:57+00:00,20.96,20.94,20.96,20.96,70.0,1015.0,1.12,266,98,10000,Clouds,overcast clouds,
4035,10,2026-07-08 17:41:59+00:00,19.77,19.53,19.77,19.77,66.0,1018.0,4.83,102,45,10000,Clouds,scattered clouds,
4036,11,2026-07-08 17:42:00+00:00,16.19,16.01,16.19,16.19,82.0,1019.0,1.82,82,48,10000,Clouds,scattered clouds,
4037,12,2026-07-08 17:42:02+00:00,23.25,22.78,23.25,23.25,44.0,1015.0,1.79,150,81,10000,Clouds,broken clouds,
4038,13,2026-07-08 17:42:03+00:00,25.44,25.63,25.44,25.44,61.0,1016.0,1.1,145,100,10000,Clouds,overcast clouds,
4039,14,2026-07-08 17:42:05+00:00,26.08,26.08,26.08,26.08,60.0,1012.0,2.16,249,61,10000,Clouds,broken clouds,
4040,15,2026-07-08 17:42:06+00:00,15.07,14.75,15.07,15.07,81.0,1018.0,1.54,251,100,10000,Rain,light rain,
4041,16,2026-07-08 17:42:08+00:00,22.85,22.94,22.85,22.85,67.0,1013.0,10.69,162,89,10000,Clouds,overcast clouds,
4042,17,2026-07-08 17:42:09+00:00,24.78,25.43,24.78,24.78,81.0,1016.0,6.48,202,83,10000,Clouds,broken clouds,
4043,18,2026-07-08 17:42:11+00:00,32.37,37.32,32.37,32.37,58.0,1004.0,1.91,4,74,10000,Clouds,broken clouds,
4044,19,2026-07-08 17:42:12+00:00,18.47,18.02,18.47,18.47,63.0,1015.0,5.24,282,71,10000,Clouds,broken clouds,
4045,20,2026-07-08 17:42:14+00:00,27.89,27.16,27.89,27.89,33.0,1012.0,2.32,247,68,10000,Clouds,broken clouds,
4046,21,2026-07-08 17:38:12+00:00,17.6,16.59,17.6,17.6,45.0,1018.0,1.08,165,12,10000,Clouds,few clouds,
4047,22,2026-07-08 17:42:16+00:00,20.97,20.82,20.97,20.97,65.0,1017.0,1.23,42,93,10000,Clouds,overcast clouds,
4048,23,2026-07-08 17:42:18+00:00,30.81,29.37,30.81,30.81,28.0,1012.0,1.99,236,72,10000,Clouds,broken clouds,
4049,24,2026-07-08 17:42:19+00:00,22.36,22.95,22.36,22.36,88.0,1015.0,1.55,251,100,10000,Clouds,overcast clouds,
4050,25,2026-07-08 17:42:21+00:00,24.86,25.73,24.86,24.86,89.0,1014.0,3.58,209,100,10000,Rain,light rain,
4051,26,2026-07-08 17:42:22+00:00,27.51,28.57,27.51,27.51,58.0,1011.0,1.02,13,100,10000,Clouds,overcast clouds,
4052,27,2026-07-08 17:42:06+00:00,32.74,32.8,32.74,32.74,37.0,1010.0,2.39,75,95,10000,Clouds,overcast clouds,
4053,28,2026-07-08 17:42:25+00:00,22.86,23.34,22.86,22.86,82.0,1015.0,4.09,219,100,10000,Clouds,overcast clouds,
4054,29,2026-07-08 17:42:27+00:00,25.49,26.47,25.49,25.49,91.0,1015.0,6.01,227,100,7214,Rain,light rain,
4055,1,2026-07-08 19:39:46+00:00,17.16,16.89,17.16,17.16,75.0,1020.0,1.71,106,96,10000,Clouds,overcast clouds,
4056,2,2026-07-08 19:39:47+00:00,23.82,24.4,23.82,23.82,82.0,1018.0,6.16,178,14,10000,Clouds,few clouds,
4057,3,2026-07-08 19:39:48+00:00,20.24,20.17,20.24,20.24,71.0,1016.0,1.84,200,99,10000,Clouds,overcast clouds,
4058,4,2026-07-08 19:39:49+00:00,22.25,22.83,22.25,22.25,88.0,1019.0,2.89,163,7,10000,Clear,clear sky,
4059,9,2026-07-08 19:39:50+00:00,19.57,19.51,19.57,19.57,74.0,1017.0,0.82,325,89,10000,Clouds,overcast clouds,
4060,10,2026-07-08 19:39:51+00:00,18.53,18.29,18.53,18.53,71.0,1019.0,4.11,98,25,10000,Clouds,scattered clouds,
4061,11,2026-07-08 19:39:53+00:00,15.73,15.6,15.73,15.73,86.0,1020.0,2.1,80,19,10000,Clouds,few clouds,
4062,12,2026-07-08 19:39:54+00:00,21.03,20.47,21.03,21.03,49.0,1017.0,1.34,120,100,10000,Clouds,overcast clouds,
4063,13,2026-07-08 19:39:55+00:00,24.94,25.03,24.94,24.94,59.0,1017.0,0.35,187,100,10000,Clouds,overcast clouds,
4064,14,2026-07-08 19:39:56+00:00,24.63,24.87,24.63,24.63,66.0,1012.0,1.3,245,10,10000,Clear,clear sky,
4065,15,2026-07-08 19:39:57+00:00,14.11,13.72,14.11,14.11,82.0,1019.0,1.57,275,100,10000,Clouds,overcast clouds,
4066,16,2026-07-08 19:39:58+00:00,22.12,22.08,22.12,22.12,65.0,1013.0,9.5,166,96,10000,Clouds,overcast clouds,
4067,17,2026-07-08 19:39:59+00:00,24.61,25.32,24.61,24.61,84.0,1016.0,7.08,194,80,10000,Rain,light rain,
4068,18,2026-07-08 19:40:01+00:00,32.83,37.12,32.83,32.83,54.0,1004.0,5.88,181,98,10000,Clouds,overcast clouds,
4069,19,2026-07-08 19:40:02+00:00,18.03,17.53,18.03,18.03,63.0,1016.0,4.63,284,7,10000,Clear,clear sky,
4070,20,2026-07-08 19:40:03+00:00,25.08,24.84,25.08,25.08,46.0,1014.0,2.16,227,100,10000,Clouds,overcast clouds,
4071,21,2026-07-08 19:40:04+00:00,16.01,14.95,16.01,16.01,49.0,1020.0,1.72,196,48,10000,Clouds,scattered clouds,
4072,22,2026-07-08 19:40:05+00:00,20.0,19.88,20.0,20.0,70.0,1018.0,0.52,39,99,10000,Clouds,overcast clouds,
4073,23,2026-07-08 19:40:06+00:00,28.12,27.77,28.12,28.12,40.0,1013.0,2.03,254,100,10000,Clouds,overcast clouds,
4074,24,2026-07-08 19:40:07+00:00,21.43,22.14,21.43,21.43,96.0,1016.0,2.06,259,100,10000,Clouds,overcast clouds,
4075,25,2026-07-08 19:40:09+00:00,24.4,25.32,24.4,24.4,93.0,1016.0,2.79,194,100,10000,Rain,light rain,
4076,26,2026-07-08 19:40:10+00:00,25.8,26.11,25.8,25.8,64.0,1012.0,0.76,81,99,10000,Clouds,overcast clouds,
4077,27,2026-07-08 19:40:11+00:00,31.91,31.65,31.91,31.91,37.0,1011.0,1.64,20,99,10000,Clouds,overcast clouds,
4078,28,2026-07-08 19:40:12+00:00,23.38,23.97,23.38,23.38,84.0,1017.0,2.98,200,92,10000,Clouds,overcast clouds,
4079,29,2026-07-08 19:40:13+00:00,25.49,26.5,25.49,25.49,92.0,1016.0,5.13,224,100,9502,Rain,light rain,
4080,1,2026-07-08 21:12:40+00:00,16.73,16.5,16.73,16.73,78.0,1020.0,1.2,103,95,10000,Clouds,overcast clouds,
4081,2,2026-07-08 21:12:41+00:00,23.65,24.24,23.65,23.65,83.0,1018.0,5.7,179,12,10000,Clouds,few clouds,
4082,3,2026-07-08 21:12:42+00:00,19.12,19.05,19.12,19.12,75.0,1015.0,1.47,206,97,10000,Clouds,overcast clouds,
4083,4,2026-07-08 21:12:43+00:00,22.09,22.68,22.09,22.09,89.0,1018.0,2.81,165,7,10000,Clear,clear sky,
4084,9,2026-07-08 21:12:44+00:00,19.2,19.16,19.2,19.2,76.0,1017.0,0.88,40,63,10000,Clouds,broken clouds,
4085,10,2026-07-08 21:12:45+00:00,18.07,17.84,18.07,18.07,73.0,1019.0,3.75,91,42,10000,Clouds,scattered clouds,
4086,11,2026-07-08 21:12:46+00:00,15.33,15.27,15.33,15.33,90.0,1020.0,1.97,80,25,10000,Clouds,scattered clouds,
4087,12,2026-07-08 21:12:47+00:00,21.03,20.57,21.03,21.03,53.0,1017.0,1.79,130,100,10000,Clouds,overcast clouds,
4088,13,2026-07-08 21:12:48+00:00,23.64,23.7,23.64,23.64,63.0,1017.0,0.15,36,100,10000,Clouds,overcast clouds,
4089,14,2026-07-08 21:12:49+00:00,24.26,24.46,24.26,24.26,66.0,1012.0,1.03,265,14,10000,Clouds,few clouds,
4090,15,2026-07-08 21:12:51+00:00,13.88,13.44,13.88,13.88,81.0,1019.0,1.37,279,100,10000,Clouds,overcast clouds,
4091,16,2026-07-08 21:12:52+00:00,22.22,22.14,22.22,22.22,63.0,1012.0,8.56,169,97,10000,Clouds,overcast clouds,
4092,17,2026-07-08 21:12:53+00:00,24.46,25.15,24.46,24.46,84.0,1016.0,7.12,194,71,10000,Rain,light rain,
4093,18,2026-07-08 21:12:54+00:00,32.91,36.69,32.91,32.91,52.0,1004.0,5.09,207,97,10000,Clouds,overcast clouds,
4094,19,2026-07-08 21:12:55+00:00,17.28,16.87,17.28,17.28,69.0,1016.0,4.22,281,7,10000,Clear,clear sky,
4095,20,2026-07-08 21:12:56+00:00,23.95,23.71,23.95,23.95,50.0,1014.0,1.6,202,100,10000,Clouds,overcast clouds,
4096,21,2026-07-08 21:12:57+00:00,15.0,13.94,15.0,15.0,53.0,1020.0,1.92,193,53,10000,Clouds,broken clouds,
4097,22,2026-07-08 21:12:58+00:00,19.92,19.8,19.92,19.92,70.0,1018.0,0.24,48,100,10000,Clouds,overcast clouds,
4098,23,2026-07-08 21:12:59+00:00,27.12,27.06,27.12,27.12,42.0,1014.0,0.77,235,100,10000,Clouds,overcast clouds,
4099,24,2026-07-08 21:13:00+00:00,21.16,21.86,21.16,21.16,97.0,1017.0,1.99,261,100,10000,Clouds,overcast clouds,
4100,25,2026-07-08 21:13:02+00:00,24.28,25.22,24.28,24.28,94.0,1016.0,2.24,192,100,10000,Rain,light rain,
4101,26,2026-07-08 21:13:03+00:00,25.38,25.72,25.38,25.38,67.0,1013.0,1.1,102,100,10000,Clouds,overcast clouds,
4102,27,2026-07-08 21:11:15+00:00,31.74,31.58,31.74,31.74,38.0,1011.0,1.36,19,99,10000,Clouds,overcast clouds,
4103,28,2026-07-08 21:13:05+00:00,23.39,23.98,23.39,23.39,84.0,1017.0,2.87,195,91,10000,Clouds,overcast clouds,
4104,29,2026-07-08 21:13:06+00:00,25.41,26.41,25.41,25.41,92.0,1017.0,4.17,222,100,10000,Rain,light rain,
4105,1,2026-07-08 23:12:24+00:00,15.04,14.82,15.04,15.04,85.0,1018.0,0.39,42,81,10000,Clouds,broken clouds,
4106,2,2026-07-08 23:12:26+00:00,23.22,23.87,23.22,23.22,87.0,1016.0,5.41,186,20,10000,Clouds,few clouds,
4107,3,2026-07-08 23:12:27+00:00,18.6,18.45,18.6,18.6,74.0,1014.0,0.63,185,98,10000,Clouds,overcast clouds,
4108,4,2026-07-08 23:12:28+00:00,21.62,22.19,21.62,21.62,90.0,1017.0,2.64,183,20,10000,Clouds,few clouds,
4109,9,2026-07-08 23:12:29+00:00,18.18,18.14,18.18,18.18,80.0,1016.0,2.16,66,40,10000,Clouds,scattered clouds,
